side,symbol,direction,ts,event_type,policy_id
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,partial_retrace_50
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,market_pulse_flip
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-04T14:01:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-29T14:11:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-24T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-06-03T14:05:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-10-04T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-10-13T13:58:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,vwap_return
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-02T14:13:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-02T14:14:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-22T14:59:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-24T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-24T15:02:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-18T14:13:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-25T13:46:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-06-01T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-06-07T14:04:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-06-10T13:42:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-06-25T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-06-01T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-07-01T13:48:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-22T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2023-11-14T15:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2025-10-13T14:02:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,time_stop
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-22T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-30T13:58:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-30T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-08T14:55:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-06-15T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-06-15T14:11:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-22T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-04T14:01:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-29T14:11:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-10T15:14:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-02-24T15:02:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2023-11-14T15:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2024-01-03T15:09:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2026-01-12T14:45:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_1_5r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-25T14:05:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-08-25T14:06:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_2r
missing_in_runtime,IWM,short,2021-05-27T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-07-09T13:48:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-02T13:51:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:53:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-15T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-22T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-29T13:58:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-09-30T13:58:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:58:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-29T14:37:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-08-10T13:53:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-04-29T14:14:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2023-07-07T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2023-07-07T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2024-08-16T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-11-21T14:55:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2023-09-18T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2025-08-19T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-08-23T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-28T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-28T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-10-28T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-01T14:01:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-11-05T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2021-05-13T14:08:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2022-11-21T14:55:00+00:00,entry,fixed_1r
missing_in_runtime,IWM,short,2026-01-12T14:45:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,market_pulse_flip
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-09-14T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-10-06T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-12-09T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-09-14T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-10-06T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-12-09T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-12T13:44:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-02-09T14:47:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-08-04T13:47:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2025-10-06T13:47:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-19T13:43:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-19T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-19T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T13:55:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T14:04:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-13T13:53:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-19T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-26T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-12-09T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-02-08T15:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-08-26T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-08-26T13:55:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-12-13T15:11:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-02-10T15:08:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-06-29T14:15:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-09-14T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2024-08-05T13:36:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2024-08-05T13:37:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2025-04-03T14:15:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2025-08-01T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:11:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-08-02T14:15:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-09-28T14:14:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-02-08T14:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-11-08T15:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-08-25T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-11-01T14:09:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-12-09T15:01:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-12-22T15:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-01-07T15:13:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-01-21T14:46:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,time_stop
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,partial_retrace_50
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1_5r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-10-06T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-10-22T13:54:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-02-17T14:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-04-26T14:07:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-08-02T14:14:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-08-02T14:15:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2022-12-05T15:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:11:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-07-07T14:12:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-21T14:23:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-05-28T14:31:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-03T14:47:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-07T14:21:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-07T14:22:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2021-06-01T13:59:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-01T14:00:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-02T14:06:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-09T13:56:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-09T13:57:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-18T13:56:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-06-30T14:02:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2021-07-07T14:10:00+00:00,entry,vwap_return
missing_in_runtime,QQQ,long,2022-12-05T15:06:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2023-11-08T15:08:00+00:00,entry,fixed_1r
missing_in_runtime,QQQ,long,2024-04-15T14:15:00+00:00,entry,fixed_1r
